序号,代码,名称,行业,最新价,涨跌幅pct,盈利阶段,近两年财务摘要,最新年报年份,营业收入最新,营收同比pct,归母净利最新,归母净利上年,净利同比pct,上年报年份,上年营业收入,主营产品,合作方,业务简介,总股本亿股,总市值亿元,流通市值亿元,股东户数,户数变动,户数变动pct,股东日期,前十大持股pct,持股集中度,换手率pct,量比,近5日均量,前5日均量,五日量能放大,近10日均量,前10日均量,十日量能放大,年内最低,年内最高,年内均价,现价比年内均价,现价比年内低点,年内价格分位pct,筛选理由
78,605088,冠盛股份,汽车零部件,19.48,-1.67,盈利阶段,2025年营业收入44.49亿元，同比增长10.67%；归母净利润2.95亿元，上年为2.98亿元（同比-0.93%）,2025,44.49亿元,10.67,2.95亿元,2.98亿元,-0.93,2024,40.20亿元,传动轴总成(37.9%)；轮毂轴承单元(16.1%)；其他主营业务(13.2%)；转角模块(12.2%)；等速万向节(11.7%),温州市冠盛汽车零部件集团股份有限公司,"温州市冠盛汽车零部件集团股份有限公司(股票代码:605088)始于1985年,专注汽车传动系统零部件领域,主要产品包括等速万向节、传动轴总成、轮毂单元、橡胶件、转向和悬挂件,已实现对全球主流车型实现基本覆盖。作为中国少数支持一站式采购需求的汽车传动系统零部件生产厂商,为国内外汽车售后市场提供优质适配的传动系统零部件产品和相关服务,并已具备传动轴总成整体解决方",2.03,39.49,39.19,14289,-2396,-14.36,2026-03-31,50.47,较集中,1.7,1,4293975,10852909,0.4,7573442,4824485,1.57,19.17,43.96,35.16,0.55,1.02,1.25,10日量能放大1.57倍；低于/贴近年内均价；接近年内低点；年内分位1%
79,600513,联环药业,化学制药,16.76,9.97,转亏阶段,2025年营业收入27.12亿元，同比增长25.52%；归母净利润-9833.24万元，上年为8416.00万元（同比-216.84%）,2025,27.12亿元,25.52,-9833.24万元,8416.00万元,-216.84,2024,21.60亿元,片剂(42.0%)；医疗器械(22.7%)；其他(18.8%)；原料药(8.6%)；针剂(7.5%),,"江苏联环药业股份有限公司诞生于1999年12月,由成立于1958年的扬州制药厂发起创建,是一家集研发、生产、销售为一体的国家高新技术企业。2003年3月成功登陆沪市主板,现有3家高新技术企业、2家省级“专精特新”企业,荣获“中国化药工业百强企业”、“国家知识产权示范企业”、“江苏省优秀企业”、“全国两化融合贯标企业”等称号。2023年,公司成功入选创建世界一",2.85,47.84,47.84,49398,1963,4.14,2026-03-31,45.25,较分散,10.85,1.59,24515669,33043255,0.74,28779462,24369226,1.18,13.67,32.27,20.11,0.83,1.23,16.61,换手10.85%；低于/贴近年内均价；接近年内低点；年内分位17%
80,603700,宁水集团,通用设备,11.12,-0.18,盈利阶段,2025年营业收入17.43亿元，同比增长16.18%；归母净利润9334.89万元，上年为5241.75万元（同比78.09%）,2025,17.43亿元,16.18,9334.89万元,5241.75万元,78.09,2024,15.01亿元,智能水表(53.6%)；机械水表(36.8%)；水表配件(6.2%)；智慧水务(2.4%)；其他(补充)(0.9%),股份有限公司、水务科技、转型发展为完整具备智慧水务服务能力的综合集团,"宁波水表(集团)股份有限公司(宁水集团,603700.SH)成立于1958年,为集合水计量产品、水务工业物联网技术应用研发与制造的综合性企业。公司坚持“一业为主,做精做强”的经营方针,深耕智慧供水领域,从事一系列智能水表为核心产品的各类智慧水务终端设备、智慧水务大数据服务系统与平台的研发、生产与销售,并逐步向针对城市地下供水管网运行优化的各类软硬件及工程类整",2,22.24,22.24,13525,153,1.14,2026-03-31,47.73,较集中,1.21,0.7,4361280,8469815,0.51,6415547,3999325,1.6,10,15,12.68,0.88,1.11,22.4,10日量能放大1.60倍；低于/贴近年内均价；接近年内低点；年内分位22%
81,603273,天元智能,工程机械,13.28,0.45,盈利阶段,2025年营业收入5.08亿元，同比增长-21.23%；归母净利润2544.04万元，上年为3880.25万元（同比-34.44%）,2025,5.08亿元,-21.23,2544.04万元,3880.25万元,-34.44,2024,6.44亿元,蒸压加气混凝土装备(48.8%)；机械装备配套产品(46.9%)；其他(补充)(4.3%),公司已与信发集团,"江苏天元智能装备股份有限公司是一家集设计研发、生产制造、项目管理、综合运维为一体的建材装备高新技术企业,主营产品为蒸压加气混凝土砌块/板材整线设备、装备配套产品。公司旨在为客户提供满意的墙材产品整体解决方案。公司成立于1989年,主要生产基地坐落于常州市高新技术开发区。天元智能在吸收、借鉴国外先进技术的基础上,是行业内率先实现蒸压加气混凝土切割设备国产化的民",2.14,28.46,7.44,15670,-1107,-6.6,2026-03-31,79.15,较集中,3.56,1.44,1743866,2804466,0.62,2274166,3991359,0.57,12.12,23.98,18.27,0.73,1.1,9.78,换手3.56%；低于/贴近年内均价；接近年内低点；年内分位10%
82,603285,键邦股份,化学制品,27.46,-9.34,盈利阶段,2025年营业收入6.19亿元，同比增长-8.01%；归母净利润1.36亿元，上年为1.58亿元（同比-13.84%）,2025,6.19亿元,-8.01,1.36亿元,1.58亿元,-13.84,2024,6.73亿元,功能助剂(64.2%)；PVC热稳定剂(33.5%)；其他(补充)(2.3%),公司积累了艾伦塔斯集团、埃塞克斯集团等漆包线及绝缘漆行业的国际集团、公司主要向百尔罗赫集团、雷根斯集团、开米森集团,"山东键邦新材料股份有限公司,是全球热稳定新材料和助剂产品的行业领军企业,也是享誉海内外的高尖端精细化工行业制造商。 公司位于中国化工园区20强——济宁新材料产业园区内,交通便利,市场潜力巨大。 公司从事赛克和钛酸酯系列产品的研究开发与生产销售。主要产品有赛克、钛酸酯系列等,产能均居行业前列。赛克可用于多种有机化学品的中间体,是绝缘漆、PVC钙锌热稳定剂的主要",1.6,43.94,17.11,9296,-4517,-32.7,2026-03-31,71.66,非常集中,7.36,1.41,4082750,5910376,0.69,4996563,7270643,0.69,23.34,56.47,32.58,0.84,1.18,12.44,换手7.36%；低于/贴近年内均价；接近年内低点；年内分位12%
83,605287,德才股份,装修装饰Ⅱ,31.69,-5.01,扭亏阶段,2025年营业收入35.07亿元，同比增长-15.16%；归母净利润6994.41万元，上年为-2.87亿元（同比124.39%）,2025,35.07亿元,-15.16,6994.41万元,-2.87亿元,124.39,2024,41.34亿元,装饰装修业务(54.9%)；建筑工程业务(32.7%)；市政工程业务(8.1%)；设计业务(2.5%)；其他(补充)(1.9%),德才装饰股份有限公司,"德才装饰股份有限公司成立于1999年,现已形成德才装饰、中建联合、中房设计、德才高科、德才幕墙五大核心业务板块,构建起覆盖规划设计、工程建设、装饰装修、新材料研发生产于一体的全产业链布局。2021年7月,德才股份在上交所挂牌上市(股票代码:605287),成为山东省首家国内A股主板上市的建筑业企业。在扎根青岛的同时,公司积极布局全国、国际市场,现已建成青岛中",1.4,44.37,44.37,11265,3605,47.06,2026-03-31,55.31,非常集中,3.59,1.93,3280077,4154165,0.79,3717121,4333908,0.86,15.19,67.94,34.6,0.92,2.09,31.28,换手3.59%；低于/贴近年内均价；年内分位31%
84,603163,圣晖集成,专业工程,69.95,-10,盈利阶段,2025年营业收入29.89亿元，同比增长48.85%；归母净利润1.55亿元，上年为1.14亿元（同比35.09%）,2025,29.89亿元,48.85,1.55亿元,1.14亿元,35.09,2024,20.08亿元,洁净室工程(65.4%)；其他机电安装工程(32.4%)；设备销售(2.1%)；其他(补充)(0.1%),圣晖系统集成集团股份有限公司、富士康科技集团、矽品科技、歌尔股份、以服务高科技、成长为提供高科技,"圣晖系统集成集团股份有限公司成立于2003年,是国内洁净室行业中领先的为先进制造业提供洁净室系统集成工程整体解决方案的一站式专业服务商。业务涵盖洁净室厂房建造规划、设计建议、设备配置、工程施工、工程管理及维护服务等相关服务。 圣晖集成自成立以来一直专注于先进制造业的洁净室系统集成整合工程,结合客户产业特性,量身规划并实施符合客户个性化需求的作业系统与生产环境",1,69.95,69.95,20285,3305,19.46,2026-03-31,79.01,较集中,3.52,1.87,2378168,4529178,0.53,3453673,4004243,0.86,29,157,79.16,0.88,2.41,31.99,换手3.52%；低于/贴近年内均价；年内分位32%
85,001210,金房能源,电力,16.95,-3.58,盈利阶段,2025年营业收入11.99亿元，同比增长11.81%；归母净利润1.34亿元，上年为4868.99万元（同比176.06%）,2025,11.99亿元,11.81,1.34亿元,4868.99万元,176.06,2024,10.72亿元,传统能源-供热运营(84.3%)；蓄冷储能业务(7.0%)；新能源-供热运营(6.0%)；节能改造服务及合同能源管理服务(2.2%)；产品销售(0.3%),进一步彰显了公司战略的前瞻性与科技,"金房能源集团股份有限公司成立于1992年,深主板上市公司(股票名称:金房能源,代码:001210),原隶属于北京市住建委房地产科研所的企业,“中关村高新技术企业”、“国家级高新技术企业”,国家发改委备案的第一批节能服务公司,获得“北京市能效领跑者”。公司专注于供热投资运营、节能改造和节能产品研发、生产与销售。出身于科研人员的管理团队经过30年实践,在供热领域",2.2,37.21,22.61,11089,1879,20.4,2026-03-31,63.76,非常集中,3.18,1.25,4278533,8038979,0.53,6158756,5540494,1.11,14.22,37.95,19.96,0.85,1.19,11.5,换手3.18%；低于/贴近年内均价；接近年内低点；年内分位12%
86,603293,埃泰克,汽车零部件,35.7,0.96,盈利阶段,2025年营业收入36.09亿元，同比增长4.12%；归母净利润2.48亿元，上年为2.12亿元（同比17.14%）,2025,36.09亿元,4.12,2.48亿元,2.12亿元,17.14,2024,34.67亿元,汽车电子产品(91.4%)；汽车电子EMS(4.8%)；技术开发收入(2.6%)；其他(补充)(1.2%),上汽集团、北汽集团,"芜湖埃泰克汽车电子股份有限公司是一家于2002年组建的高科技汽车电子企业。芜湖埃泰克汽车电子股份有限公司主要从事设计、开发、制造和销售各类智能网联汽车电子产品,目前埃泰克的主营业务产品以新一代EE电子电气架构和SOA理念为核心,开发车身域、动力域、底盘域、域融合、智能驾驶域、智能网联等产品,致力于建设完整的智能驾驶、自动驾驶的汽车电子生态链。",1.79,63.94,12.53,65861,65811,131622,2026-04-16,50.43,非常分散,5.55,1.77,1389423,1840587,0.75,1615005,1980166,0.82,33.33,85.2,45.11,0.79,1.07,4.57,换手5.55%；低于/贴近年内均价；接近年内低点；年内分位5%
87,603201,常润股份,汽车零部件,15.23,0.2,盈利阶段,2025年营业收入30.53亿元，同比增长1.36%；归母净利润2.16亿元，上年为2.45亿元（同比-12.05%）,2025,30.53亿元,1.36,2.16亿元,2.45亿元,-12.05,2024,30.12亿元,商用千斤顶及工具(40.1%)；汽车配套零部件(38.3%)；外购辅助产品(12.0%)；专业汽保维修设备(8.6%)；其他(补充)(1.0%),常熟通润汽车零部件股份有限公司,"常熟通润汽车零部件股份有限公司主要从事各类千斤顶及其延伸产品的研发、制造和销售。自成立以来,公司始终专注于千斤顶类产品,产品覆盖全球六大洲,销往全球100多个国家和地区。公司主要产品包括商用千斤顶、随车配套千斤顶以及专业千斤顶、举升机等汽车维修保养设备和工具,在整车配套市场和汽车后市场的起重类设备中拥有全品类供应能力。公司旗下拥有“BIGRED”、“BLAC",1.9,28.93,28.69,9106,-994,-9.84,2026-03-31,74.95,非常集中,3.39,1.87,4297316,8383083,0.51,6340200,7118140,0.89,13.13,21.49,17.17,0.89,1.16,25.12,换手3.39%；低于/贴近年内均价；接近年内低点；年内分位25%
88,002796,世嘉科技,通信设备,23.63,-7.33,转亏阶段,2025年营业收入9.45亿元，同比增长-1.55%；归母净利润-5654.80万元，上年为9212.33万元（同比-161.38%）,2025,9.45亿元,-1.55,-5654.80万元,9212.33万元,-161.38,2024,9.60亿元,射频器件(32.0%)；专用设备箱体系统(24.1%)；电梯轿厢系统(22.3%)；天线(15.8%)；精密金属结构件及其他产品(3.3%),,"苏州市世嘉科技股份有限公司,是高新技术企业、江苏省企业技术中心及江苏省工程技术研究中心。公司于2016年5月10日在深圳证券交易所成功上市。公司专注于精密金属制造领域,借助智能化、自动化技术,通过内生式发展与外延式并购,构建了涵盖钣金、压铸、机加工、表面处理等金属加工制造全工序的完整产业链。目前,公司主营业务涵盖三大板块:一是精密箱体系统业务,二是移动通信设",2.52,59.63,53.81,27892,5550,24.84,2026-03-31,47.3,较分散,4.1,1.51,7746983,11997622,0.65,9872303,10244902,0.96,11.3,67.88,33.07,0.71,2.09,21.79,换手4.10%；低于/贴近年内均价；年内分位22%
89,002972,科安达,轨交设备Ⅱ,11.57,-7.88,盈利阶段,2025年营业收入3.79亿元，同比增长18.78%；归母净利润8743.47万元，上年为8808.51万元（同比-0.74%）,2025,3.79亿元,18.78,8743.47万元,8808.51万元,-0.74,2024,3.19亿元,系统集成(65.2%)；防雷及智能诊断(30.6%)；道岔融雪(4.1%)；其他(补充)(0.1%),,"深圳科安达电子科技股份有限公司,成立于1998年,国家高新技术企业,第一批国家级专精特新“小巨人”企业、工信部制造业单项冠军示范企业。深圳证券交易所主板上市公司,证券代码:002972,公司积极拥抱新质生产力的发展浪潮,致力于高端装备与智能制造领域的深耕细作。公司主要围绕轨道交通领域提供产品、服务和系统解决方案。目前公司的产品主要有轨道交通信号计轴系统、道岔",2.46,28.46,15.58,15822,1747,12.41,2026-03-31,61.12,较集中,7.75,1.91,6856176,12171964,0.56,9514070,9289023,1.02,10.55,19.97,13.02,0.89,1.1,10.83,换手7.75%；低于/贴近年内均价；接近年内低点；年内分位11%
90,605178,时空科技,专业工程,53.92,-9.98,减亏阶段,2025年营业收入3.47亿元，同比增长1.85%；归母净利润-2.44亿元，上年为-2.62亿元（同比6.72%）,2025,3.47亿元,1.85,-2.44亿元,-2.62亿元,6.72,2024,3.41亿元,夜间经济(65.3%)；智慧城市(34.7%),,"北京新时空科技股份有限公司创立于2004年,于2020年8月在上海证券交易所首次公开发行上市,股票代码605178。公司成立以来积极把握国家推动新型城镇化高质量发展的时代机遇,始终秉承“重新定义公共空间价值”的使命,践行“夜间经济”和“数智运营”双轨并行战略,深度布局景观照明、文旅夜游、智慧停车、智慧路灯等业务。依托双轨战略,公司不懈追求“科技+文化+模式”",0.99,53.42,53.42,9993,-5651,-36.12,2026-03-31,51.75,非常集中,4.36,1.33,4084876,4904868,0.83,4494872,7292023,0.62,18.83,123.45,57.42,0.94,2.86,33.54,换手4.36%；低于/贴近年内均价；年内分位34%
91,002885,京泉华,其他电子Ⅱ,22.52,-7.63,盈利阶段,2025年营业收入33.47亿元，同比增长11.14%；归母净利润8421.19万元，上年为3821.88万元（同比120.34%）,2025,33.47亿元,11.14,8421.19万元,3821.88万元,120.34,2024,30.12亿元,磁性元器件(41.5%)；特种变压器(38.4%)；电源(19.3%)；其他(补充)(0.8%),,"深圳市京泉华科技股份有限公司(股票代码:002885)前身京泉华电子成立于1996年6月,坐落于中国经济改革开放的前沿、粤港澳大湾区、中国特色社会主义先行示范区——深圳,是一家集磁性器件、电源类产品的研发、生产、销售、服务于一体的国家高新技术企业和中国电子元件百强企业。公司依托模型化设计平台以磁性元器件生产为基础,以电源产品和车载磁性器件同步开发为特色,形成",2.71,61.01,53.43,46771,-4164,-8.18,2026-03-31,44.96,较分散,5.95,1.31,13503556,17338145,0.78,15420851,21427230,0.72,14.04,55.8,27.49,0.82,1.6,20.31,换手5.95%；低于/贴近年内均价；年内分位20%
92,001233,海安集团,汽车零部件,44.06,1.66,盈利阶段,2025年营业收入22.32亿元，同比增长-2.94%；归母净利润5.60亿元，上年为6.79亿元（同比-17.59%）,2025,22.32亿元,-2.94,5.60亿元,6.79亿元,-17.59,2024,23.00亿元,全钢巨胎销售(69.3%)；矿用轮胎运营管理(26.6%)；其他(补充)(4.2%),海安橡胶集团股份、福建省海安橡胶有限公司、福建省海旷工程建设有限公司、中国石油和化学工业联合会科技、江铜集团,"海安橡胶集团股份公司(前身:福建省海安橡胶有限公司)成立于2005年12月,是一家集研发、制造、销售及矿用轮胎运营管理服务于一体的巨型全钢工程机械子午线轮胎生产企业,总部位于福建省莆田市,在国内外设有十几家分、子公司。其中,福建省海旷工程建设有限公司专注于矿山机械卡车专业维修与土石方工程,部分子公司承接矿山单位轮胎费用定额一条龙承包运营管理或巨胎销售业务,为",1.86,81.94,16.62,18757,-14560,-43.7,2026-03-31,61,较集中,3.83,1.5,1210966,2268690,0.53,1739828,2241323,0.78,39.65,100,62.07,0.71,1.11,7.31,换手3.83%；低于/贴近年内均价；接近年内低点；年内分位7%
93,603178,圣龙股份,汽车零部件,16.67,0.24,转亏阶段,2025年营业收入16.75亿元，同比增长3.44%；归母净利润-2.11亿元，上年为2975.22万元（同比-810.56%）,2025,16.75亿元,3.44,-2.11亿元,2975.22万元,-810.56,2024,16.19亿元,发动机油泵(52.1%)；变速箱油泵(19.5%)；变速器零件(15.3%)；凸轮轴(8.1%)；分动箱油泵(3.1%),宁波圣龙汽车动力系统股份有限公司,"宁波圣龙汽车动力系统股份有限公司(603178)是国际知名的汽车动力系统解决方案提供商,为国内外各类车企配套的产品包括泵系列零部件、凸轮轴系列零部件,自动变速器核心零部件,新能源汽车零部件等,主要应用于传统及新能源汽车的动力传动系统、润滑系统、热管理系统及刹车系统等模块。公司拥有经验丰富的国际化技术团队,建立了国际化的技术开发平台和技术人才队伍。公司技术中心",2.36,39.41,39.41,27236,-2626,-8.79,2026-03-31,62.7,较分散,8.86,2.37,11132794,19378618,0.57,15255706,17629548,0.87,13.68,24.59,18.23,0.91,1.22,27.41,换手8.86%；低于/贴近年内均价；接近年内低点；年内分位27%
94,603211,晋拓股份,汽车零部件,20.21,-10.02,盈利阶段,2025年营业收入12.83亿元，同比增长9.17%；归母净利润6882.68万元，上年为5007.13万元（同比37.46%）,2025,12.83亿元,9.17,6882.68万元,5007.13万元,37.46,2024,11.76亿元,汽车类零部件(81.5%)；工业类零部件(13.8%)；其他(补充)(2.3%)；模具(2.3%),法雷奥、哈金森、迪恩、法雷奥等、终端客户覆盖了大众、奔驰、宝马、通用、福特等国际知名品牌汽车企业和比亚迪、理想、蔚来、吉利、长安、上汽、长城等国内知名汽车企业,"晋拓科技股份有限公司主要从事铝合金精密压铸件的研发、生产和销售。依托在压铸、模具设计、机加工领域的先进技术和制造工艺,公司形成了以汽车零部件为主,同时还有智能家居零部件、工业自动化及机器人零部件、信息传输设备零部件的多元化产品结构。 公司深耕汽车零部件领域多年,持续服务于威巴克(Vibracoustic)、哈金森(Hutchinson)、帝倜阿尔(DTR)、",2.72,54.93,54.93,16081,-5272,-24.69,2026-03-31,74.19,较集中,3.64,1.76,7071762,13862563,0.51,10467162,14693007,0.71,16.56,42.29,23.31,0.87,1.22,14.19,换手3.64%；低于/贴近年内均价；接近年内低点；年内分位14%
95,603598,引力传媒,广告营销,15.62,-0.83,扭亏阶段,2025年营业收入82.83亿元，同比增长31.71%；归母净利润1712.49万元，上年为-1810.51万元（同比194.59%）,2025,82.83亿元,31.71,1712.49万元,-1810.51万元,194.59,2024,62.89亿元,数字营销(99.4%)；品牌营销(传统媒体)(0.5%)；专项广告服务(0.1%)；其他(补充)(0.0%),以技术为驱动的整合营销传播集团、美的集团、雅迪集团,"引力传媒股份有限公司是一家以数字营销及娱乐营销为鲜明特征,以数据为基础、以内容为导向、以技术为驱动的整合营销传播集团。公司以市场洞察与品牌咨询为引领,为客户提供市场研究、媒体与消费者洞察、传播策略、多屏媒介代理、娱乐内容定制与发行、娱乐内容360度整合营销传播、社会化媒体传播等服务的综合性传播服务,营销上以直接客户为主。经过多年的发展,公司积累了一批优质头部",2.7,42.13,42.08,51733,5057,10.83,2026-03-31,53.88,较分散,4.45,1.82,8290020,11653546,0.71,9971783,15887919,0.63,14.07,34.48,19.69,0.79,1.11,7.59,换手4.45%；低于/贴近年内均价；接近年内低点；年内分位8%
96,600593,大连圣亚,旅游及景区,37.18,-0.83,扭亏阶段,2025年营业收入5.07亿元，同比增长0.29%；归母净利润2725.72万元，上年为-7018.22万元（同比138.84%）,2025,5.07亿元,0.29,2725.72万元,-7018.22万元,138.84,2024,5.05亿元,景区经营(84.0%)；商业运营(11.4%)；酒店运营(2.9%)；动物经营(1.6%)；其他(0.0%),,"大连圣亚旅游控股股份有限公司,成立于1994年,是东北唯一的文旅A股上市公司。由公司倾力打造的“大连圣亚海洋世界”项目,是国家AAAA级旅游景区、国家级文化产业示范基地,也是国内第一座海底通道式水族馆、首座情景式海洋主题乐园。作为大连市重点旅游企业,大连圣亚始终以高度使命感和责任感,积极践行领军企业责任担当,以国家关于文旅工作的一系列重要指示精神为指导,紧跟",1.3,48.5,47.89,24883,-6043,-19.54,2026-03-31,60.79,较集中,3.18,1.45,3540860,5834345,0.61,4687603,5758677,0.81,30.24,66.55,39.15,0.95,1.23,19.11,换手3.18%；低于/贴近年内均价；接近年内低点；年内分位19%
97,002910,庄园牧场,饮料乳品,8.19,-3.87,减亏阶段,2025年营业收入9.21亿元，同比增长3.44%；归母净利润-7438.87万元，上年为-1.66亿元（同比55.24%）,2025,9.21亿元,3.44,-7438.87万元,-1.66亿元,55.24,2024,8.90亿元,液体乳及乳制品制造业(92.6%)；其他(3.8%)；畜牧业(3.6%),全资子公司西安东方乳业有限公司、年西宁市科技攻关项目顺利通过西宁市科技,"兰州庄园牧场股份有限公司成立于2000年4月,是集奶牛养殖、技术研发、乳品加工、销售为一体的专业化乳制品生产制造企业。公司于2017年10月31日在深圳证券交易所中小板上市,股票代码002910.SZ,股票简称“庄园牧场”。由此成功登陆资本市场,成为国内乳制品行业知名A股上市公司。公司成立20年来,秉承“奉献精良品质,造就时代品牌”的使命,依靠先进的技术、稳",1.96,16.01,14.01,19721,-9274,-31.98,2026-03-31,54.77,较集中,8.46,1.66,10974742,14524364,0.76,12749553,30779651,0.41,7.51,16.01,10.84,0.76,1.09,8,换手8.46%；低于/贴近年内均价；接近年内低点；年内分位8%
98,600749,西藏旅游,旅游及景区,13.57,0.22,盈利阶段,2025年营业收入1.87亿元，同比增长-12.37%；归母净利润2327.38万元，上年为1668.69万元（同比39.47%）,2025,1.87亿元,-12.37,2327.38万元,1668.69万元,39.47,2024,2.13亿元,旅游景区(72.7%)；旅游服务(15.0%)；旅游文创(9.0%)；其他(补充)(3.0%)；旅游商业(0.3%),,"西藏旅游股份有限公司(以下简称“公司”)成立于1996年,是西藏自治区第一家,也是唯一一家旅游业上市公司。公司主要从事旅游景区运营、旅游服务和旅游商业运营业务,是区内拥有多家A级景区的行业领军企业。公司下辖西藏林芝、阿里5大核心景区资源,自然景观、历史文化内涵丰富,年游客接待量超过200万人次。公司雅鲁藏布大峡谷景区作为世界最大峡谷,与布达拉宫、珠穆朗玛峰并",2.27,30.8,30.8,38588,-1202,-3.02,2026-03-31,51.65,较分散,3.61,1.59,6448279,10451350,0.62,8449815,11968861,0.71,11.87,32.38,17.88,0.76,1.14,8.29,换手3.61%；低于/贴近年内均价；接近年内低点；年内分位8%
99,002903,宇环数控,通用设备,23.12,-8.44,转亏阶段,2025年营业收入4.10亿元，同比增长-13.13%；归母净利润-1962.02万元，上年为1334.76万元（同比-246.99%）,2025,4.10亿元,-13.13,-1962.02万元,1334.76万元,-246.99,2024,4.73亿元,数控研磨抛光机(39.8%)；数控磨床(24.1%)；拉床(15.7%)；配件及其他(12.6%)；智能装备系列(7.7%),是国家重大科技、被列入国家科技、获湖南省战略性新兴产业科技攻关与重大科技、湖南省科技,"宇环数控机床股份有限公司(股票简称:宇环数控,股票代码:002903)是专业从事数控磨削设备及智能装备的研发、生产、销售与服务,为客户提供精密磨削与智能制造技术综合解决方案的装备制造业企业。宇环数控是高新技术企业,是国家重大科技支撑计划项目、国家重点新产品计划项目、国家火炬计划项目、国家产业振兴及技术改造项目、国家发改委中小企业技术改造项目的实施单位,是湖南",1.57,36.23,24.66,21926,-1829,-7.7,2026-03-31,44.4,较集中,22.54,4.2,7199379,13467222,0.53,10333301,9744619,1.06,20.02,54.9,28.28,0.82,1.15,8.89,换手22.54%；低于/贴近年内均价；接近年内低点；年内分位9%
100,002843,泰嘉股份,通用设备,14.48,-8.59,转亏阶段,2025年营业收入15.28亿元，同比增长-11.74%；归母净利润-3725.28万元，上年为5041.93万元（同比-173.89%）,2025,15.28亿元,-11.74,-3725.28万元,5041.93万元,-173.89,2024,17.31亿元,带锯条(44.5%)；消费电子电源(42.9%)；大功率电源(9.3%)；其他(2.9%)；复合材(0.4%),湖南泰嘉新材料科技股份有限公司,"湖南泰嘉新材料科技股份有限公司成立于2003年,总部位于中国长沙望城经济技术开发区。2017年1月20日在深圳证券交易所挂牌上市(股票简称:泰嘉股份,股票代码:002843)。公司以“先进制造”为主轴线,围绕“锯切+电源”双主业发展。",2.52,36.45,36.23,36678,618,1.71,2026-03-31,45.91,较分散,4.53,1.42,10061730,16730059,0.6,13395894,19610016,0.68,14.9,30.58,22.14,0.65,0.97,-2.68,换手4.53%；低于/贴近年内均价；接近年内低点；年内分位-3%
101,002976,瑞玛精密,汽车零部件,18.26,-3.64,扭亏阶段,2025年营业收入21.10亿元，同比增长18.9%；归母净利润789.48万元，上年为-2531.55万元（同比131.19%）,2025,21.10亿元,18.9,789.48万元,-2531.55万元,131.19,2024,17.74亿元,精密金属结构件(56.4%)；汽车电子(34.6%)；通讯设备(5.4%)；其他(补充)(2.4%)；模具(1.2%),拓普集团、大陆集团、敏实集团、江苏省民营科技,"苏州瑞玛精密工业集团股份有限公司,2012年3月在苏州高新区浒关工业园成立;2020年3月,公司在深圳证券交易所正式挂牌上市,股票简称:瑞玛精密,股票代码:002976。公司定位于精密智能制造,是汽车、移动通讯、新能源等领域的专精特新企业,主营业务为前述领域产品的精密模具、精密结构件及汽车空气悬挂系统、移动通讯设备的研发、制造及销售。公司现拥有控股公司10余",1.95,35.54,22.23,13631,-3451,-20.2,2026-03-31,64.23,较集中,4.84,1.77,4185984,8800497,0.48,6493240,13006992,0.5,18.3,38.98,27.35,0.67,1,-0.19,换手4.84%；低于/贴近年内均价；接近年内低点；年内分位-0%
102,002757,南兴股份,专用设备,15.49,-1.53,扭亏阶段,2025年营业收入34.12亿元，同比增长2.4%；归母净利润1.20亿元，上年为-1.75亿元（同比168.52%）,2025,34.12亿元,2.4,1.20亿元,-1.75亿元,168.52,2024,33.32亿元,IDC及云计算相关服务(56.8%)；自动封边机(18.0%)；数控钻、多排钻(9.9%)；裁板锯(6.0%)；加工中心(5.3%),南兴装备股份有限公司,"南兴装备股份有限公司,始创于1996年,2015年在深圳证券交易所上市(股票代码:002757)。公司总部位于广东东莞,在全国设有两个研发中心,四大制造基地。南兴装备是国家高新技术企业和国家级专精特新小巨人企业,拥有强大的技术研发能力和智能制造实力,专注于家居智能制造装备和智能生产线的研发和生产。主要产品包括:数控开料系列产品,智能柔性封边系列产品,数控钻孔",2.95,45.77,43.69,54310,9386,20.89,2026-03-31,42.26,较分散,6.81,2.77,8717347,13443141,0.65,11080244,16818905,0.66,13.85,32.8,20.15,0.77,1.12,8.65,换手6.81%；低于/贴近年内均价；接近年内低点；年内分位9%
103,001205,盛航股份,航运港口,13.44,1.36,盈利阶段,2025年营业收入14.43亿元，同比增长-3.79%；归母净利润1.09亿元，上年为1.37亿元（同比-20.8%）,2025,14.43亿元,-3.79,1.09亿元,1.37亿元,-20.8,2024,15.00亿元,化学品运输(76.6%)；油品运输(23.3%)；其他(补充)(0.1%)；销售商品,中石化、中石油、中化集团、恒力石化、浙江石化、盛虹炼化、埃克森美孚、日本三菱、日本出光、壳牌、沙比克、沙特阿美、道达尔、GS加德士、泰国国家石油公司,"南京盛航海运股份有限公司(以下简称“公司”)为深圳证券交易所主板上市公司(证券简称:盛航股份;证券代码:001205)。公司成立于1994年11月,2014年10月完成企业的股份制改革并于2015年6月成功登陆“新三板”;2017年8月,公司进入A股上市辅导阶段,引进多家国内知名的战略投资机构,公司在资本市场翻开了新篇章;2021年5月13日公司首次公开发行",1.88,25.27,22.38,16376,4221,34.73,2026-03-31,41.66,较集中,3.73,3.3,2364272,3712560,0.64,3038416,4199938,0.72,12.15,18.83,15.72,0.85,1.11,19.31,换手3.73%；低于/贴近年内均价；接近年内低点；年内分位19%
